id,tender_id,tender_value,bid_validity_days,physical_docs_deadline,emd_amount,emd_mode,tender_fee_amount,tender_fee_mode,processing_fee_amount,processing_fee_mode,pbg_percentage,pbg_duration,pbg_mode,sd_percentage,sd_duration,sd_mode,ld_percentage_per_week,max_ld_percentage,maf_required,technical_eligibility_age,oem_experience,avg_annual_turnover_value,avg_annual_turnover_type,working_capital_value,working_capital_type,solvency_certificate_value,solvency_certificate_type,net_worth_value,net_worth_type,order_value_1,order_value_2,order_value_3,work_value_type,custom_eligibility_criteria,delivery_time_supply,delivery_time_installation_days,delivery_time_installation_inclusive,payment_terms_supply,payment_terms_installation,courier_name,courier_phone,courier_address,courier_address_line_1,courier_address_line_2,courier_city,courier_state,courier_pincode,emd_required,tender_fee_required,processing_fee_required,pbg_required,sd_required,ld_required,physical_docs_required,physical_doc_type,physical_docs_type,client_details_present,courier_details_present,reverse_auction_applicable,te_recommendation,te_rejection_reason,te_rejection_remarks,te_rejection_proof,te_final_remark,customer_in_contact,commercial_evaluation,created_at,updated_at,document_source_format,extracted_by_version
6,99,,,2025-06-06 20:00:00,,,,,,,,,,,,,,,No,,,,Bidder,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,Yes,,,No,No,,,,,,,,,2026-07-07 12:17:26.805588,2026-07-07 12:17:26.805588,,
